job_id,business_title,category,processed_text
278130,Emergency Manager,11,emergency manager new york city department environmental protection public health environment clean drinking water treating reducing air noise hazardous material pollution combined municipal water utility country nearly employee deliver billion gallon high quality drinking water per day million new york city resident million people upstate new york collect treat average billion gallon per day new york city department environmental protection seeking candidate serve emergency manager division field operation bureau water sewer operation one three operating agency total staff bureau responsible operation maintenance protection drinking water collection system protection adjacent waterway development water sewer design program field operation role bureau maintain repair water distribution system collection system maintenance repair system field operation residence business adequate supply water water fire protection properly collection system system include mile water main fire hydrant valve mile sewer main catch basin emergency management serf critical role division field operation main function emergency management unit provide emergency mitigation response recovery special operation support bureau typical task include limited plan emergency response recovery activity support field emergency management program city federal state agency utility police fire personnel conduct survey research develop emergency management action plan disaster provide technical support participate continuity operation plan coop designed prepare essential operation recover disaster disruption normal business operation emergency supporting district supervisor manager information management command post support interagency bureau special operation hydrant patrol weather event department operation center desk emergency management training agency stakeholder serving municipal representative various state emergency management meeting drafting field operation guide emergency management related document used assist emergency response various project guidance supervisor
424083,Engineering Auditor,11,engineering auditor team division economic opportunity regulatory compliance support mission integrity applicant seeking work project contractor comply applicable labor employment obligation division also assist socioeconomic diversity inclusion requirement related program procurement development project financial assistance agency office regulatory compliance within comprised following four operating unit labor integrity review engineering audit system administration engagement engineering audit division independent audit function pursuant directive contractor vendor agency service contract contractual obligation city received appropriate value payment term contract unit contract compliance invoice review field inspection issuance contract cut payment rejection event noncompliance impact engineering auditor within engineering audit division division economic opportunity regulatory compliance role review invoice change order request related document conduct field inspection ensure contractor vendor agency service contract contractual obligation term contract engineering project manager role include limited following responsibility working closely team engineering auditor regularly agency construction contract ensure compliance work scope obligation ensure construction compliance applicable standard requisition payment change order prepare audit finding deficiency contractor performance related obligation perform field inspection verify contractor work performance meeting pertaining
239048,APA Foster Care Program Evaluator,11,apa foster care program agency program assistance apa unit responsible program performance providing improvement guidance contracted preventive foster care provider agency interest outcome child family part team performance monitor responsible ongoing performance provider agency specific duty include utilize performance indicator data concerning service delivery preventive foster care program identify systemic strength weakness develop written performance report performance composite profile conduct performance review electronic original case record gather qualitative data ass performance provider agency site visit foster parent home visit record survey interview concerning service quality compile analyze performance data feedback consult performance monitor monitor provider agency improvement effort utilize broad range accountability tool conduct informative educational meeting provider agency discus performance finding perform related duty
276736,Environmental Health & Safety Auditor,11,environmental health safety auditor department environmental protection public health environment clean drinking water treating reducing air noise hazardous material pollution combined municipal water utility country nearly employee billion gallon per day highest quality drinking water million resident million people upstate new york conveyance treatment system capable billion gallon per day protect environment surrounding waterway office environmental health safety responsible agency wide environmental occupational health safety compliance within performance measurement strategic section responsible oversight management audit program providing support process safety management risk management program unit also strategic plan development initiative performance measurement system integrate leading indicator risk assessment factor seek hire city research scientist auditor within performance measurement strategic section flushing new york auditor general supervision significant latitude decision making auditor perform wide range duty performance measurement strategic section specifically candidate selected perform duty team member lead auditor complex facility assessment construction project targeted program audit conduct technical scientific research analysis limited area safety management environmental health safety regulatory requirement assessment technique decision making prepare technical report executive summary memoranda training presentation topic management system requirement contribute development policy procedure frequently write article publication newsletter conduct various staff level maintain strong technical proficiency use technological device tablet assist assessment protocol assessment resource consistent industry standard implementation protocol support assessment activity access use information various management system program relevant agency program system commonly used providing audit policy guidance direction
420659,Education Analyst,11,education analyst agency description city agency mission policy standard protect public safety consumer right respect taxi vehicle industry agency objective regulation licensed driver vehicle business support operation unit description office policy external affair responsible providing policy guidance working relevant stakeholder exciting new initiative within work conjunction office commissioner various deputy commissioner ensure agency meet goal administration mission education unit division within office policy external affair education driver quality curriculum outreach relationship education provider vendor program evaluation responsibility role driver hail country speak multitude language help give driver tool need succeed road driver attend different training course prior licensure driver education course driver learn rule regulation vision zero initiative geography customer service accessibility direction director education education analyst member dynamic team opportunity work driver education initiative program operation maintenance vendor relationship third party provider process improvement providing outreach education driver education provider typical task may include operation third party vendor assist daily operation request maintain documentation vendor respond inquiry internal external stakeholder phone via participate meeting training session vendor audit compliance conduct provider audit location across five borough create report based audit assist report writing development evaluation tool outreach vendor relationship develop maintain relationship third party vendor overall support write report policy memo participate meeting management take active role supporting activity education unit task assigned
411609,Collections Data Analyst,11,collection data analyst posting extended candidate applied previous posting need reapply department finance responsible tax revenue law city fairly efficiently transparently instill public confidence encourage compliance providing exceptional customer service collection responsible resolution debt tax fine city new york mission convince people pay outstanding debt available tool disposal collection division responsible department delinquent business tax parking fine violation property tax data analytics debt segmentation unit responsible measuring performance collection division analyst contribute collection strategy comprehensive analytics strategy measure collection strategy collection agent performance across multiple dimension seeking responsible candidate serve data analyst project related operational organizational change analytics job description selected candidate responsible limited following report dashboard identify area opportunity provide insight statistical tool produce develop ad tool order monitor analyze collection performance identify risk opportunity within operation collection inventory multiple collection information create set report provide actionable insight improve collection agent performance report encompass agent performance operational dashboard agency report support collection objective working system modernization fit team data extraction data manipulation summarization technique provide ad analysis deep dive assessment root cause analysis support decision making change treatment debtor closely monitor operational ensure consistency execution trend making recommendation direct supervisor management team potential improvement better address collection situation focus increasing profitability develop ass performance quantify benefit collection initiative strategy analyze identify root cause inventory fluctuation review document procedure system
391454,Driver Education Program Intern,11,driver education program intern new york city taxi limousine commission transportation agency yellow green taxicab vehicle like via commuter van luxury limousine rule promote safety transparency well consumer driver protection vital mode transport new york city vehicle business driver licensed regulated agency move one million people day introduction new technology front line mobility landscape team office policy external affair responsible providing policy guidance working relevant stakeholder exciting new initiative within work conjunction office commissioner various deputy commissioner ensure agency meet goal administration mission education unit division within office policy external affair education driver quality curriculum supporting material outreach relationship education provider program evaluation direction director driver education driver education program intern member dynamic team opportunity work driver education initiative enhance driver training typical task may include design create training material highlight key goal initiative visual glossary palm card assist audit education provider course conduct outreach applicant driver authorized education provider assist director program operation new operating procedure inquiry internal external stakeholder candidate speak language assist review management material clarity accuracy course material glossary correspondence
272828,Chief of Staff,11,chief staff new york city department environmental protection public health environment clean drinking water treating reducing air noise hazardous material pollution combined municipal water utility country nearly employee deliver billion gallon high quality drinking water per day million new york city resident million people upstate new york collect treat average billion gallon per day new york city approximately catch basin hydrant valve gatehouse reservoir well underground storage tank mile sanitary sewer water main responsibility vast network fall department environmental bureau water sewer operation bureau water sewer operation seek hire chief staff serve lead development strategy advance current major program new initiative position fall executive direction deputy commissioner considerable latitude independent initiative judgment decision perform difficult responsible professional managerial work comprehensive array new major program activity bureau priority initiative chief staff provide effective leadership assigned area specific initiative development project policy bureau water sewer operation official liaison major engineering project policy related matter bureau various entity state federal agency community board meeting related stakeholder chief staff directly involved oversight development policy procedure support achievement many new operational program initiative bureau rolling chief staff assist bureau deputy commissioner framing objective scope cost schedule specific responsibility include limited working bureau senior staff develop implement strategy improve bureau service supporting development implementation business plan strategic plan annually plan director level meeting following action item ensure completion project time require collaboration bureau city state federal agency necessary information communicating idea behalf deputy commissioner effectively communicate vital information operational location providing complex analysis articulate report major program policy management tool process visual management analyze process track improvement communicate facilitate leading elevating data program efficiency environmental impact communication strategy communication program priority communication medium team issue relevant external communication need issue development data management system integration plan system upgrade streamline operational engineering safety metric appropriately identify priority potential project roadblock major improvement modification ongoing agency bureau mission briefing deputy commissioner periodically work progress key project
385692,Strategic Initiatives Analyst,11,strategic initiative analyst new york city taxi limousine commission transportation agency yellow green taxicab vehicle like via commuter van luxury limousine rule promote safety transparency well consumer driver protection vital mode transport new york city vehicle business driver licensed regulated agency move one million people day introduction new technology front line mobility landscape recent year policy expanded accessible service taxi car service industry first pay protection driver service like nation serf lead agency new vision zero program end traffic fatality city street robust transportation data publicly via open data learn please visit seeking strategic initiative analyst contribute directly current policy priority significant vision zero initiative new office inclusion study combat discrimination based race gender religion sexual orientation disability destination selected candidate engage across agency participate policy development evaluation perform research analysis conduct outreach key stakeholder participate project implementation agency priority develop provide presentation perform related assignment supervision director strategic initiative typical task may include transportation policy development participate session work key staff stakeholder seek feedback policy idea develop policy proposal excellent critical thinking analytical skill experience education public transportation desirable project management project completion setting milestone progress project team member vendor relevant stakeholder supporting strategic initiative communication initiative medium campaign educational outreach material data inform new policy initiative data analysis manage review analyze data inform decision create report generate policy recommendation may include analysis crash data support vision zero effort writing write memo concise briefing document distilling complex information key fact consideration drafting communication behalf commissioner meeting agenda briefing material city hall board commissioner audience presentation develop attractive presentation visual representation data represent complex idea diverse audience graphic design skill desirable external meeting participate stakeholder community interagency meeting necessary information maintain ongoing communication stakeholder strategic initiative experience stakeholder management desirable minimum qualification requirement
425315,Senior Policy Researcher,11,senior policy researcher team office policy strategy cut across traditional area responsibility within organizational structure support strengthen work various division holistically close collaboration office policy development special initiative unit part division housing policy team policy data analyst technical researcher project manager whose work cover dynamic portfolio short policy project work across agency ass policy proposal design new initiative review impact policy order mission impact senior policy researcher work colleague pair holistic thinking rigorous quantitative analysis advance practical solution innovative idea address pressing housing challenge part senior policy researcher advise policy choice agency inform work agency program response request analysis connect work various program role senior policy researcher resident expert statistical research method applicability outcome policy question data set frequently senior policy researcher work independently collaboratively project type include request analysis fellow team member colleague around external partner engagement stakeholder shape policy project recurring update data product team member benefit skill workshop guest talk field trip expand unit leadership support professional development growth senior policy researcher individual guidance support responsibility designing research evaluative project data policy analysis creatively solve problem cleaning large result research analysis support policy discussion project meeting colleague within beyond advance policy project colleague well client ensure strength limitation data set analysis method understood answer policy question
423460,Chief of Staff,11,chief staff new york city department housing preservation development municipal housing preservation development agency mission promote quality housing diverse thriving neighborhood new loan development program new affordable housing preservation housing stock enforcement housing quality standard educational program tenant building owner mayor de housing new york plan recently expanded accelerated housing new york complete initial goal home two year ahead schedule achieve additional home following four year total home team office overall strategy support housing plan create preserve housing unit office broad range program housing plan new construction preservation housing pipeline tax housing incentive office development composed division new construction housing incentive preservation finance property disposition finance special need building land development impact chief staff office development key role deputy commissioner help develop policy implementation agency priority set forth housing plan position include broad contact development senior staff office commissioner division within well key partner agency role chief staff may serve liaison following area office financial management track quarterly start completion annual target achieve goal housing plan stay informed progress pipeline project strategic operation analytics represent strategic policy operation priority within agency amongst division implement strategic work provide feedback direction recommendation deliverable assist foil assist analytic project necessary office neighborhood strategy ons alignment housing production program neighborhood initiative predevelopment effort especially around request proposal drafting review selection process office legal affair assist investigation request deputy general counsel real estate transaction dev pipeline human resource financial management serve liaison personnel matter division communication governmental relation regulatory compliance timely response inquiry office direct contact event press request concerning project office development city agency support role interagency policy program initiative division within responsibility key responsibility include limited manage operation executive office direct report identify need design implement special project advance key priority often facilitation team represent development executive commissioner meeting facilitate policy program design support housing plan duty assist operation office deputy commissioner
422957,Data Analyst (NCU),11,data analyst new york city department correction doc integral part criminal justice system reform initiative strategy move city towards jail system possible without compromising public safety doc solely responsible safe secure environment staff visitor volunteer people custody inside jail importantly safe jail enable doc providing people custody tool opportunity need successfully community doc facility court command across five borough diverse professional knowledge expert doc seeking data analyst compliance unit assist doc meeting obligation consent decree data analyst responsible data analysis team member analyze trend identify area improvement verify result accuracy meet restrictive deadline oversee partake special project pertaining data analytics initiative owner across doc complete project analyze lead indicator correlation various program operation business initiative serve subject matter expert available necessary data element complex statistical analysis design develop report schedule chart translate data result actionable insight communicate present data analysis senior leadership design implement report track key business metric perform related duty assigned data analyst data multiple source m excel source create relational produce outcome result report must proven ability create relational data working table join basic relational algebra query analytical thinking ability translate phenomenon quantitative representation conversely ability interpret quantitative representation practical explanation must displayed data analyst data m excel printed material m access used create data entry point illustrate relationship produce outcome report collected data data analyst posse foundation skill ability system novice utilize
385167,Business Intelligence Analyst,11,business intelligence analyst new york city taxi limousine commission city agency responsible oversight vehicle industry new york city include yellow medallion taxi green boro taxi community car service livery car black car service luxury limousine commuter van service combined industry responsible daily trip role ensure passenger riding experience safe comfortable convenient driver driving safely uniform service bureau enforcement division seek recruit business intelligence analyst support enforcement division direction first deputy chief enforcement division latitude exercise independent judgment incumbent responsible conduct enforcement initiative business intelligence analyst serve subject matter expert business intelligence tool visualization effectively communicating finding candidate assist special project pertaining data analytics meet specific deadline analyst pivotal assist strategic enforcement outcome meet objective also candidate stakeholder across bureau agency complete project ass lead indicator correlation various initiative operation business intelligence tool proficiency analyst analyze stakeholder unlawful enforcement metric trend illustrate forecast key performance indicator identify area improvement pivotal strategic enforcement verify outcome meet objective candidate comfortable building interactive dashboard data modeling business intelligence tool r tableau interactive dashboard m excel m access extract transform load data multiple also ability connect report purpose well strong analytical statistical analysis skill extract insight prescriptive analysis visualization communication proficiency business intelligence analyst duty translate situation qualitative quantitative representation actionable insight well telling compelling story qualitative quantitative data practical explanation selected candidate knowledge data chart use case ideal represent unique meaningful data visualization convey finding technical nontechnical audience candidate support mission improving analytical platform learning environment build maintain business intelligence tool stakeholder navigate selected tool base licensee industry association public safety partner example current stakeholder along clarity enforcement strategy external stakeholder
396656,CITY RESEARCH SCIENTIST II,11,city research scientist department environmental protection environment public health new providing billion gallon high quality drinking water reducing air noise hazardous material pollution combined municipal water utility country nearly employee water supply system comprised reservoir lake throughout square mile watershed mile north west city new york city department environmental bureau water sewer operation seeking experienced environmental compliance professional opening environmental health safety division selected candidate assist bureau program covering management regulated waste bulk storage tank spill remediation selected candidate conduct research investigation ensure facility compliance applicable environmental regulation include compliance regulatory permit hazardous waste shipment selected candidate develop manage environmental sampling program criterion analysis sample data candidate also responsible management environmental contract development specification report project research payment wide latitude exercise independent initiative selected candidate supervise contractor regulated waste management emergency spill response bureau selected candidate supervise subordinate staff environmental investigation sampling waste management selected candidate participate development bureau environmental policy training program training key regulatory requirement position require fieldwork various location across city position require candidate interact field personnel personnel regulatory agency excellent communication organization skill
343413,Outreach Intern,11,outreach intern looking four responsible college aide serve outreach intern selected candidate may responsible following task translation translation review looking intern fluent language addition assist u translation translation review language include creole polish vision zero safety education intern responsible vision zero safety education licensee visiting base taxi garage give presentation distribute information vision zero mayoral initiative eliminate pedestrian fatality intern department help make street licensee vision zero safe driving principle licensed driver sign safe driving pledge answer question licensee may vision zero outreach initiative intern also responsible distribution outreach material may entail event driver passenger visiting base taxi garage development outreach material meeting stakeholder lost property intern may responsible various task lost property department lost property inquiry passenger vehicle item left vehicle work reunite passenger lost
383081,Policy Analyst- Data,11,policy analyst data new york city taxi limousine commission agency responsible new york city yellow taxicab vehicle service like livery black car commuter van vehicle licensee complete approximately trip day safety emission inspection hold numerous hearing violation city rule regulation making active taxi limousine regulatory agency united state learn please visit department policy external affair policy guidance variety external stakeholder spearhead new exciting project initiative within department work closely office commissioner ensure agency mission current event industry new york city city country data technology team support policy development approach team big data pull generate quantitative qualitative report track detailed metric matter related industry trip volume driver count geographic trip pattern policy research focus core area regulatory safety accessibility big data taxi vehicle trip data data company administrative data driver vehicle supervision assistant commissioner data technology policy analyst responsible following project management implementation develop work plan project identify milestone complete task manage project completion transportation policy development participate session work key staff stakeholder seek feedback policy idea develop requirement data analysis review analyze data inform policy decision create report generate policy recommendation python r excel access data cleaning management prepare data analysis cleaning removing outlier work team develop script clean data automatically document data analysis overall support write report policy memo prepare present slide deck commission senior staff licensee member general public plan manage meeting manage relationship communication industry stakeholder respond telephone correspondence request information assume active role supporting agency activity
374742,Program Data Analyst,11,program data analyst new york city taxi limousine commission professional uniform standard transportation service public safety license aspect new york medallion yellow taxicab vehicle boro taxi livery black car service luxury limousine commuter van vehicle licensed vehicle approximately driver active taxi limousine regulatory agency united state learn please visit leadership director program position manage quantitative data project program position interface across internal division information technology legal policy well partner agency licensee vendor successful candidate strategic lens ability anticipate oncoming program data challenge candidate must background large data set manage public fund responsibility may include limited project implementation develop work plan data project identify milestone complete task manage project completion working closely program manager project analyst review analyze taxi vehicle trip data inform policy decision create report generate policy recommendation python r excel access new project development work director program develop program data agenda identify new research topic explore opportunity collaboration data program policy research design perform quantitative qualitative research project program data may include financial modeling industry trend analysis literature review outreach focus group driver owner community program policy development participate session work key staff stakeholder seek feedback policy idea develop requirement overall support writing report policy memo initiative presentation giving presentation commission licensee member general public meeting management relationship communication industry stakeholder taking active role supporting activity agency respond telephone correspondence request information
414000,Education Analyst,11,education analyst agency description city agency mission policy standard protect public safety consumer right respect taxi vehicle industry agency objective regulation licensed driver vehicle business support operation unit description office policy external affair responsible providing policy guidance working relevant stakeholder exciting new initiative within work conjunction office commissioner various deputy commissioner ensure agency meet goal administration mission education unit division within office policy external affair education driver quality curriculum outreach relationship education provider vendor program evaluation role driver hail country speak multitude language help give driver tool need succeed road driver attend different training course prior licensure driver education course driver learn rule regulation vision zero initiative geography customer service accessibility direction director education education analyst member dynamic team opportunity work driver education initiative program operation maintenance vendor relationship third party provider process improvement providing outreach education driver education provider typical task may include operation assist third party vendor operation provide support overall education operation documentation inquiry support driver education program audit conduct provider audit develop feedback report based audit across five borough assist report writing development evaluation tool outreach vendor relationship develop perform outreach driver population communicate build relationship third party vendor program indicator management review analyze data inform decision create report generate policy recommendation computer program excel access overall support write report policy memo participate meeting management take active role supporting activity education unit task assigned
283097,Policy Advisor,11,policy advisor office environmental responsible policy development implementation oversight green building law local law recent amendment local law amendment original increase environmental standard requirement city capital project result operational procedural implementation change involved city agency new york green building law require certain city capital project comply leadership energy environmental design leed green building standard established u green building council based amount project reach additional energy cost saving certain condition future capital project designed low energy intensity building net zero building seeking two policy advisor support implementation process green building law supervision deputy director staff selected candidate engage major effort redesign improve green building law implementation process major component work include development uniform city capital project intake process capture new city capital project subject green building law designing process agency alternative green building standard applicable project portfolio evaluation criterion alternative standard collaborate staff office mo component implementation work staff agency partner develop maintain green building law project annual tool institutionalize improve project exemption process prepare training material hold workshop city agency communicating new requirement regard implementation annual development alternative green building standard conduct research green building related subject matter affect implementation green building law inform oversee track synthesize data city agency produce annual report
368288,"Deputy Chief, Industrial Pollution Prevention Unit",11,deputy chief industrial pollution prevention unit department environmental protection environment public health new providing billion gallon high quality drinking water reducing air noise hazardous material pollution combined municipal water utility country nearly employee water supply system comprised reservoir lake throughout square mile watershed mile north west city bureau treatment responsible operation maintenance facility related treatment sewage within five borough city treatment plant sludge facility collection facility station combined sewer overflow retention facility regulator tide gate laboratory harbor vessel utility moving handler manager sustainable resource environmental leader seeking return environmental social solution embracing best practice collaboration ensure sustainable future waste resource ratepayer community embrace innovation therefore transforming agency treat manager valuable resource essential partner local economic development important member watershed community seeking deliver maximum environmental benefit least cost society selected candidate assigned compliance section serve deputy chief survey unit responsibility include supervision selected candidate schedule lead team team field investigation sample collection lead team team investigate conduct identify illegal storm sewer connection source discharge eliminate issue commissioner order notice violation establishment illegally connected discharging sewer system investigation bureau within department agency department transportation park department lead team team conduct outfall survey collect spatial reference data record condition outfall comply management requirement reclassify outfall generate map report trace interpret inspect explain outfall map sewer map engineering diagram blue print field crew effective investigation meet licensed plumber inspect construction job abatement illegal connection responsible record keeping writing detailed concise report daily investigation draft monthly yearly survey report comply requirement ensure staff safety training bureau employee must valid motor vehicle operating license duration employment operate vehicle fleet section research recommend engineering control personal protective equipment review health safety plan develop assist implementation standard operating procedure sop prepare presentation conduct applicable employee training office environmental health safety important note candidate selected fill scientist water ecology position posting provisional basis provisional employee take next scientist water ecology civil service examination given list number administrative service order considered probable permanent employment title anyone take examination established list provisional scientist water ecology
420299,Operations Coordinator,11,operation department consumer affair daily economic life new create thriving community license business industry key consumer protection workplace law apply countless supporting business equitable enforcement access resource helping resolve complaint predatory practice create culture compliance community outreach work office financial empowerment labor policy standard consumer working family providing tool resource need educated consumer achieve financial health balance also conduct research advocate public policy work support new york community information work call visit social medium site twitter office labor policy standard responsible municipal labor law safe sick time act fair law commuter benefit law free act also work closely stakeholder outreach public education effort reach vulnerable worker conduct research data analysis support enforcement make policy recommendation division care assist worker submit complaint regarding federal state local labor employment law violation help office government agency worker advocacy group well community labor employment organization seeking experienced operation report directly deputy commissioner provide administrative operational help promote mission right new york city worker operation participate aspect operation work stakeholder inside outside agency support program responsibility include limited providing logistical support deputy commissioner senior management team assist management operation budget human resource facility matter working collaboratively diverse staff across intake policy enforcement research team monitor evaluate program performance division within agency external affair communication general counsel meeting training event training staff handling administrative operational matter help ensure efficient program meeting stakeholder external party entering enforcement information case management system agency community outreach public education municipal labor law
409101,External Affairs Coordinator â€“ Business Practices Accountability Unit (BPAU),11,external affair business practice accountability unit new york city taxi limousine commission transportation agency yellow green taxicab vehicle like via commuter van luxury limousine rule promote safety transparency well consumer driver protection vital mode transport new york city vehicle business driver licensed regulated agency move one million people day introduction new technology front line mobility landscape department policy external affair responsible providing policy guidance working relevant stakeholder new initiative within working division policy external affair external affair role support business practice accountability unit outreach plan inform driver owner right ensure know contact submit formal complaint investigation addition ea conduct outreach relevant industry stakeholder translate write memo report well participate project project implementation data analysis research presentation perform related assignment typical task may include policy development participate initiative outreach key staff stakeholder seek feedback policy idea project implementation develop work plan project identify milestone manage project completion develop prepare conduct outreach relevant industry stakeholder driver medallion owner issue driver owner right complaint process process overall support prepare report memo create presentation give presentation commission licensee advocacy group meeting management take active role supporting activity agency office inclusion respond telephone correspondence request concerning office inclusion policy initiative
425381,Programs Data Manager,11,program data manager must currently serving permanent administrative staff analyst apply new york city taxi limousine commission professional uniform standard transportation service public safety license aspect new york medallion yellow taxicab vehicle boro taxi livery black car service luxury limousine commuter van vehicle licensed vehicle approximately driver active taxi limousine regulatory agency united state learn please visit leadership director program position manage quantitative data project program position interface across internal division management information system mi legal policy well partner agency licensee vendor successful candidate strategic lens ability anticipate oncoming program data challenge candidate must background large data set manage public fund responsibility may include limited project implementation develop work plan data project identify milestone complete task manage project completion working closely program manager project analyst new project development work director program develop program data agenda identify new research topic explore opportunity collaboration data program policy research design perform quantitative qualitative research project program data may include financial modeling industry trend analysis literature review outreach focus group driver owner community program policy development participate session work key staff stakeholder seek feedback policy idea develop requirement overall support writing report policy memo initiative presentation giving presentation commission licensee member general public meeting management relationship communication industry stakeholder taking active role supporting activity agency respond telephone correspondence request information
423286,Exemptions Data Analyst,11,exemption data analyst department finance responsible tax revenue law city fairly efficiently transparently instill public confidence encourage compliance providing exceptional customer service property exemption administration pea office review process application exemption abatement commercial property industrial property residential construction new family construction government entity nonprofit homeowner senior disabled renter property exemption administration pea division data analytics program evaluation team seeking one individual strong analytical skill serve exemption data analyst unit responsible data analysis business operation division main goal unit establish environment efficient data analysis modern platform develop standardize statistical analysis periodic support effort evaluate enhance program operation based current business need provide data analysis help establish compliance mechanism provide policy analysis recommendation operational perspective ideal candidate would posse strong analytical skill well solid computer skill working data keen complex providing creative solution detail selected candidate perform research investigation data analysis evaluation program operation candidate identify specific problem pattern noncompliance well utilization provide recommendation improvement director responsibility include limited following conduct extensive analysis property exemption related data data property valuation tax exemption abatement income tax real property transfer tax social security administration death census data perform statistical data analysis evaluate program operation efficiency well efficacy contribute towards research report provide business analysis identify area improvement made offer set recommendation aid compliance effort validate exemption recipient qualification provide periodic ad develop clear concise report measurement provide sa another language develop analytic extremely large data preparation step include cleaning testing data creatively problem data present analysis senior staff property division well senior management prepare procedure manual report documentation may supervise subordinate staff specific problem program operation
